iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
15,-20,-19,-15,-16,-16,-17,-12,-19,-29,-12,-23,-21,-28,-10,-19,-17,-24,-19,-19,-24,-17,-16,-20,-24,-16,-18,-15,-21,-16,-31,-16,-20,-25,-22,-21,-22,-23,-16,-31,-16,-15,-27,-17,-15,-22,-26,-16,-20,-19,-22,-20,-17,-21,-17,-17,-19,-15,-15,-24,-20,-24,-23,-21,-27,-20,-26,-15,-17,-22,-16,-20,-12,-22,-14,-15,-16,-17,-16,-21,-16,-20,-15,-16,-28,-14,-22,-18,-19,-17,-27,-15,-18,-17,-22,-27,-18,-24,-18,-22,-18
16,-20,-24,-15,-16,-16,-17,-12,-19,-29,-17,-23,-16,-28,-10,-19,-17,-19,-19,-19,-29,-17,-16,-20,-24,-16,-18,-15,-21,-16,-36,-16,-20,-25,-22,-21,-22,-23,-16,-31,-16,-15,-27,-17,-15,-22,-26,-16,-20,-19,-22,-20,-17,-21,-17,-17,-19,-15,-15,-24,-20,-24,-23,-21,-27,-20,-26,-15,-22,-22,-16,-20,-12,-22,-14,-15,-16,-17,-16,-21,-16,-20,-15,-21,-28,-14,-22,-18,-19,-17,-27,-20,-18,-22,-22,-27,-18,-24,-18,-22,-18
17,-20,-24,-15,-21,-21,-17,-12,-19,-29,-17,-23,-21,-23,-10,-19,-17,-24,-19,-19,-29,-17,-16,-20,-29,-16,-18,-15,-21,-16,-36,-16,-20,-25,-22,-21,-22,-23,-16,-31,-16,-15,-27,-17,-15,-22,-26,-16,-20,-19,-22,-20,-17,-21,-17,-17,-19,-15,-15,-24,-20,-24,-23,-21,-27,-20,-26,-15,-22,-22,-21,-20,-12,-22,-14,-20,-16,-17,-11,-21,-16,-20,-15,-21,-28,-19,-22,-18,-19,-17,-27,-20,-18,-22,-22,-27,-18,-24,-18,-22,-18
18,-20,-24,-15,-21,-21,-17,-12,-19,-29,-17,-23,-21,-23,-10,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-16,-23,-15,-21,-16,-36,-16,-25,-25,-22,-21,-22,-23,-16,-31,-16,-15,-27,-17,-15,-22,-26,-16,-20,-19,-22,-20,-17,-21,-22,-22,-19,-15,-15,-24,-20,-24,-23,-21,-22,-20,-26,-15,-22,-22,-21,-20,-12,-22,-19,-20,-16,-17,-16,-21,-16,-20,-15,-21,-28,-19,-22,-18,-19,-17,-27,-20,-18,-17,-22,-32,-18,-24,-18,-22,-18
19,-20,-24,-15,-21,-21,-17,-17,-19,-29,-17,-23,-21,-23,-10,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-16,-23,-15,-21,-16,-36,-16,-25,-25,-22,-21,-22,-23,-16,-31,-16,-15,-27,-17,-15,-22,-26,-16,-20,-19,-22,-20,-17,-21,-22,-22,-19,-15,-15,-24,-20,-24,-23,-21,-27,-20,-26,-15,-22,-22,-21,-20,-17,-22,-19,-20,-16,-17,-16,-21,-16,-20,-15,-21,-28,-19,-22,-18,-19,-17,-27,-20,-18,-17,-22,-27,-18,-24,-18,-22,-18
20,-20,-24,-15,-21,-21,-17,-17,-19,-29,-17,-23,-21,-23,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-25,-22,-21,-22,-23,-16,-31,-16,-15,-27,-17,-15,-22,-26,-16,-20,-19,-22,-20,-17,-21,-22,-22,-19,-15,-15,-24,-20,-24,-23,-21,-27,-20,-26,-15,-22,-22,-21,-20,-17,-22,-19,-20,-16,-17,-16,-21,-16,-20,-15,-21,-28,-19,-22,-13,-19,-17,-27,-20,-18,-17,-22,-27,-18,-24,-18,-22,-18
21,-20,-24,-15,-21,-21,-17,-17,-19,-24,-17,-23,-21,-28,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-25,-22,-21,-22,-23,-16,-31,-21,-15,-27,-17,-15,-22,-26,-16,-20,-19,-22,-20,-17,-21,-22,-22,-19,-15,-15,-24,-20,-24,-23,-21,-22,-20,-26,-15,-22,-22,-21,-20,-17,-22,-19,-20,-16,-17,-16,-21,-16,-20,-15,-21,-28,-19,-22,-18,-19,-17,-27,-20,-18,-17,-22,-27,-23,-24,-18,-22,-18
22,-25,-24,-15,-21,-21,-17,-17,-19,-29,-17,-23,-21,-28,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-18,-15,-21,-16,-36,-16,-25,-25,-22,-21,-22,-23,-16,-31,-21,-15,-22,-17,-15,-22,-26,-16,-20,-19,-22,-20,-17,-21,-22,-22,-19,-15,-15,-24,-20,-24,-23,-21,-27,-20,-31,-15,-22,-22,-21,-20,-17,-22,-19,-20,-16,-17,-16,-21,-16,-20,-15,-21,-28,-19,-22,-18,-19,-17,-27,-20,-18,-17,-22,-27,-23,-24,-18,-22,-18
23,-25,-24,-15,-21,-21,-17,-17,-19,-29,-17,-23,-21,-28,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-25,-22,-21,-22,-23,-16,-31,-21,-20,-22,-17,-15,-22,-26,-16,-20,-19,-22,-25,-17,-21,-22,-22,-19,-15,-15,-24,-20,-24,-23,-21,-27,-20,-31,-15,-17,-22,-21,-20,-17,-22,-19,-20,-16,-17,-16,-26,-16,-20,-15,-21,-28,-19,-22,-18,-19,-17,-27,-20,-18,-17,-22,-27,-23,-24,-18,-22,-18
24,-25,-24,-15,-21,-21,-17,-17,-19,-29,-17,-23,-21,-28,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-22,-21,-22,-23,-16,-31,-21,-20,-22,-17,-15,-22,-26,-16,-20,-19,-22,-25,-17,-21,-22,-22,-19,-15,-15,-24,-20,-24,-23,-26,-27,-20,-31,-15,-17,-22,-21,-20,-17,-22,-19,-20,-16,-17,-16,-26,-16,-20,-15,-21,-28,-19,-22,-18,-19,-17,-27,-20,-18,-22,-22,-27,-23,-24,-13,-22,-18
25,-25,-24,-15,-21,-21,-17,-17,-19,-29,-17,-23,-21,-23,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-22,-21,-22,-23,-16,-31,-21,-20,-27,-17,-15,-22,-26,-16,-20,-19,-22,-25,-17,-21,-22,-22,-19,-15,-15,-24,-20,-24,-23,-26,-27,-20,-31,-15,-17,-22,-21,-20,-17,-27,-19,-20,-16,-17,-16,-26,-16,-20,-20,-21,-28,-19,-27,-18,-19,-17,-27,-20,-18,-22,-22,-27,-23,-24,-13,-22,-23
26,-25,-24,-15,-21,-21,-17,-17,-19,-29,-17,-23,-21,-23,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-22,-21,-22,-23,-16,-36,-21,-20,-27,-17,-15,-22,-26,-16,-20,-19,-22,-25,-17,-21,-22,-22,-19,-15,-15,-24,-20,-24,-23,-26,-27,-20,-26,-15,-22,-27,-21,-20,-17,-27,-19,-20,-16,-17,-16,-21,-21,-20,-20,-16,-28,-19,-27,-18,-19,-17,-27,-20,-18,-22,-22,-27,-23,-24,-18,-22,-23
27,-25,-24,-15,-21,-21,-17,-17,-19,-29,-17,-23,-21,-23,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-22,-21,-22,-23,-16,-31,-21,-20,-27,-17,-15,-22,-26,-16,-20,-19,-22,-25,-17,-21,-22,-22,-19,-15,-15,-24,-20,-24,-23,-26,-27,-20,-26,-15,-22,-27,-21,-20,-17,-27,-19,-20,-16,-17,-16,-26,-16,-20,-20,-21,-33,-19,-27,-18,-19,-17,-27,-20,-18,-22,-27,-27,-23,-24,-18,-22,-23
28,-20,-19,-15,-21,-21,-17,-17,-19,-24,-17,-23,-21,-28,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-22,-21,-27,-23,-16,-31,-21,-20,-27,-17,-15,-22,-26,-16,-20,-19,-27,-25,-17,-21,-22,-22,-24,-15,-15,-24,-20,-24,-23,-26,-27,-20,-31,-15,-22,-27,-21,-20,-17,-27,-19,-20,-16,-17,-16,-26,-16,-20,-20,-21,-28,-19,-27,-18,-19,-17,-27,-20,-18,-22,-27,-27,-23,-24,-18,-22,-23
29,-20,-24,-15,-21,-21,-17,-17,-19,-24,-17,-23,-21,-28,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-22,-21,-27,-23,-16,-36,-21,-20,-27,-22,-15,-22,-26,-16,-20,-19,-27,-25,-17,-21,-22,-22,-24,-15,-15,-24,-20,-24,-23,-26,-27,-20,-26,-15,-22,-27,-21,-20,-17,-27,-19,-20,-16,-17,-16,-21,-16,-20,-20,-21,-28,-19,-27,-18,-19,-17,-27,-20,-18,-22,-27,-27,-23,-24,-18,-27,-23
30,-20,-24,-15,-21,-21,-17,-17,-19,-24,-17,-23,-21,-28,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-22,-21,-27,-23,-16,-31,-21,-20,-27,-22,-15,-22,-26,-16,-20,-19,-27,-25,-17,-21,-22,-22,-24,-15,-20,-24,-25,-29,-23,-26,-27,-20,-26,-20,-22,-27,-21,-20,-17,-27,-19,-20,-16,-17,-16,-21,-16,-20,-20,-16,-33,-19,-27,-18,-19,-17,-27,-25,-18,-22,-27,-27,-23,-24,-18,-27,-23
31,-20,-24,-15,-21,-21,-17,-17,-19,-24,-17,-23,-21,-28,-15,-19,-17,-24,-19,-19,-29,-17,-16,-20,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-27,-21,-27,-23,-16,-31,-21,-20,-27,-22,-15,-22,-26,-16,-20,-19,-27,-25,-17,-21,-22,-22,-24,-15,-20,-24,-25,-29,-23,-26,-27,-25,-26,-20,-17,-27,-21,-20,-17,-27,-19,-20,-16,-17,-16,-21,-16,-20,-20,-21,-33,-19,-27,-18,-19,-17,-27,-20,-18,-22,-27,-27,-23,-24,-18,-27,-23
32,-20,-24,-15,-21,-21,-17,-17,-19,-24,-17,-23,-21,-28,-15,-19,-17,-24,-19,-19,-29,-17,-16,-26,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-27,-21,-27,-23,-16,-31,-21,-20,-27,-22,-15,-22,-26,-16,-20,-25,-27,-25,-17,-21,-22,-22,-24,-15,-14,-24,-25,-29,-23,-26,-27,-25,-32,-20,-23,-27,-21,-20,-17,-27,-19,-20,-16,-17,-16,-21,-16,-20,-20,-21,-33,-19,-27,-18,-19,-17,-27,-20,-18,-22,-27,-27,-23,-24,-18,-27,-23
33,-20,-24,-15,-21,-21,-17,-17,-19,-24,-17,-23,-21,-28,-15,-19,-17,-31,-19,-19,-29,-17,-16,-26,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-27,-21,-27,-23,-16,-38,-21,-20,-27,-22,-15,-22,-26,-16,-20,-25,-27,-25,-17,-21,-22,-22,-24,-15,-14,-24,-25,-29,-23,-26,-27,-25,-32,-20,-23,-27,-21,-20,-17,-27,-19,-20,-16,-17,-16,-21,-16,-20,-20,-14,-33,-19,-27,-18,-19,-17,-27,-20,-18,-22,-27,-27,-23,-24,-18,-27,-23
34,-20,-24,-15,-21,-21,-17,-17,-19,-24,-17,-23,-21,-28,-15,-19,-24,-24,-19,-19,-29,-17,-16,-26,-24,-21,-23,-15,-21,-16,-36,-16,-25,-30,-27,-21,-27,-23,-16,-38,-21,-20,-27,-22,-15,-22,-26,-16,-20,-25,-27,-25,-17,-21,-22,-22,-24,-15,-21,-24,-25,-29,-23,-26,-27,-25,-25,-20,-16,-27,-21,-20,-17,-27,-19,-20,-16,-17,-16,-21,-16,-20,-20,-14,-33,-19,-27,-18,-19,-17,-27,-20,-18,-22,-27,-27,-23,-24,-18,-27,-23
35,-21,-23,-15,-21,-21,-17,-17,-20,-25,-17,-23,-21,-28,-15,-19,-23,-24,-19,-20,-29,-17,-16,-25,-25,-20,-23,-16,-21,-16,-36,-17,-24,-30,-27,-21,-27,-23,-17,-37,-21,-20,-27,-22,-15,-22,-27,-16,-21,-25,-27,-25,-17,-21,-22,-22,-24,-16,-20,-24,-25,-27,-23,-26,-27,-24,-26,-20,-17,-27,-20,-20,-17,-26,-19,-20,-16,-17,-16,-22,-16,-20,-20,-15,-32,-19,-27,-18,-20,-17,-27,-20,-18,-21,-27,-28,-23,-25,-18,-26,-23
36,-21,-23,-15,-21,-21,-17,-17,-20,-27,-17,-23,-21,-28,-15,-19,-21,-24,-19,-20,-29,-17,-16,-23,-25,-20,-23,-16,-21,-16,-36,-17,-22,-30,-27,-21,-27,-25,-19,-35,-21,-20,-27,-22,-15,-22,-27,-16,-21,-25,-27,-25,-17,-21,-22,-22,-24,-16,-20,-24,-25,-27,-23,-26,-27,-22,-28,-20,-19,-27,-20,-20,-17,-26,-19,-20,-16,-17,-16,-24,-16,-20,-20,-17,-32,-19,-25,-18,-18,-17,-27,-20,-18,-19,-27,-30,-23,-25,-16,-26,-23
37,-21,-25,-15,-21,-21,-17,-17,-20,-27,-17,-23,-21,-28,-15,-19,-21,-24,-19,-20,-29,-17,-16,-21,-25,-20,-23,-16,-21,-16,-36,-17,-20,-30,-27,-21,-27,-25,-19,-33,-21,-20,-27,-22,-15,-22,-27,-16,-21,-25,-27,-25,-17,-21,-22,-22,-24,-16,-20,-24,-25,-27,-23,-26,-27,-22,-28,-20,-21,-27,-20,-20,-17,-24,-19,-20,-16,-19,-16,-24,-16,-20,-20,-19,-30,-19,-25,-18,-18,-17,-27,-20,-18,-21,-27,-30,-23,-25,-18,-26,-21
38,-22,-25,-15,-21,-21,-17,-17,-20,-27,-17,-23,-21,-27,-15,-19,-21,-24,-19,-21,-29,-18,-17,-22,-25,-20,-22,-15,-21,-16,-36,-18,-21,-30,-27,-21,-27,-25,-19,-34,-21,-20,-27,-22,-15,-22,-27,-16,-21,-25,-27,-24,-17,-21,-22,-22,-24,-16,-19,-24,-25,-27,-23,-26,-27,-22,-29,-20,-21,-27,-20,-20,-17,-24,-19,-20,-17,-19,-16,-24,-16,-20,-20,-19,-29,-19,-25,-18,-19,-17,-26,-21,-18,-20,-27,-30,-23,-25,-17,-26,-22
39,-22,-25,-15,-19,-21,-17,-17,-22,-27,-17,-23,-21,-27,-15,-19,-21,-24,-19,-21,-29,-18,-17,-22,-27,-20,-24,-15,-21,-16,-36,-18,-21,-30,-27,-21,-27,-25,-19,-34,-21,-20,-27,-22,-15,-22,-27,-16,-21,-25,-27,-24,-17,-21,-22,-22,-24,-18,-17,-24,-25,-25,-23,-26,-27,-22,-29,-20,-21,-27,-20,-20,-17,-24,-19,-20,-17,-19,-16,-24,-16,-20,-20,-19,-31,-19,-25,-18,-19,-17,-26,-21,-18,-20,-27,-30,-23,-25,-17,-26,-22
40,-22,-25,-15,-21,-21,-17,-17,-22,-27,-17,-23,-21,-27,-15,-19,-21,-24,-21,-21,-29,-18,-17,-22,-27,-20,-22,-17,-21,-16,-36,-18,-21,-30,-27,-21,-27,-25,-19,-34,-21,-20,-25,-22,-15,-22,-27,-16,-21,-25,-27,-24,-17,-21,-22,-22,-24,-18,-17,-24,-25,-25,-23,-26,-27,-22,-29,-20,-19,-27,-20,-20,-17,-26,-19,-20,-17,-21,-16,-24,-16,-20,-20,-19,-29,-19,-25,-18,-19,-17,-26,-21,-18,-20,-27,-30,-23,-25,-17,-26,-22
41,-22,-25,-15,-21,-21,-17,-17,-22,-27,-17,-23,-21,-30,-15,-19,-21,-24,-21,-21,-29,-18,-17,-22,-27,-20,-22,-17,-21,-16,-36,-18,-21,-30,-27,-21,-27,-25,-19,-34,-21,-20,-25,-22,-15,-22,-27,-16,-21,-25,-27,-24,-17,-21,-22,-22,-24,-18,-17,-24,-25,-25,-23,-26,-27,-22,-29,-20,-19,-27,-17,-20,-17,-26,-19,-20,-17,-21,-16,-24,-16,-20,-20,-19,-29,-19,-25,-18,-19,-17,-26,-21,-18,-17,-27,-30,-23,-25,-17,-26,-22
42,-22,-25,-15,-21,-21,-17,-17,-22,-27,-17,-23,-21,-26,-15,-19,-21,-24,-21,-21,-29,-18,-17,-22,-27,-20,-22,-17,-21,-16,-36,-14,-21,-30,-27,-21,-27,-25,-19,-34,-21,-20,-25,-22,-15,-22,-27,-16,-21,-25,-27,-24,-17,-21,-22,-22,-24,-18,-17,-24,-25,-25,-23,-26,-27,-22,-29,-20,-19,-27,-17,-20,-17,-26,-19,-20,-17,-21,-16,-24,-16,-20,-20,-19,-29,-19,-25,-18,-19,-17,-26,-21,-18,-17,-27,-30,-23,-25,-17,-26,-22
43,-23,-24,-15,-21,-21,-17,-17,-22,-27,-17,-23,-20,-26,-16,-19,-21,-24,-21,-22,-29,-18,-17,-22,-27,-20,-23,-16,-21,-16,-35,-15,-21,-30,-27,-21,-27,-25,-19,-34,-21,-20,-25,-22,-15,-22,-27,-16,-21,-25,-27,-24,-16,-21,-22,-22,-24,-18,-17,-24,-25,-26,-23,-26,-27,-22,-29,-21,-20,-27,-18,-20,-17,-24,-19,-20,-17,-21,-16,-24,-16,-20,-20,-19,-29,-19,-25,-18,-19,-17,-26,-21,-18,-18,-27,-30,-23,-25,-17,-26,-22
44,-25,-24,-15,-19,-21,-17,-17,-22,-27,-17,-23,-20,-26,-16,-19,-21,-24,-21,-22,-29,-18,-17,-22,-27,-22,-23,-16,-21,-16,-35,-17,-21,-30,-27,-21,-27,-25,-19,-34,-21,-20,-25,-22,-15,-22,-25,-16,-21,-25,-27,-24,-16,-21,-22,-22,-24,-18,-19,-24,-25,-26,-23,-26,-27,-22,-29,-21,-18,-27,-18,-20,-17,-24,-19,-20,-17,-21,-16,-22,-16,-20,-20,-17,-31,-19,-25,-18,-19,-17,-26,-21,-18,-18,-27,-30,-23,-25,-17,-26,-22
