iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,-17,-19,-15,-13,-12,-18,-15,-17,-11,-14,-17,-23,-12,-10,-11,-15,-20,-11,-12,-14,-13,-14,-17,-11,-12,-19,-17,-14,-13,-15,-18,-13,-11,-14,-17,-16,-19,-20,-14,-10,-16,-13,-15,-14,-13,-13,-14,-13,-16,-16,-13,-12,-11,-18,-13,-11,-21,-14,-22,-19,-21,-11,-14,-12,-14,-13,-13,-14,-21,-14,-14,-16,-13,-14,-13,-12,-13,-27,-11,-13,-13,-11,-26,-20,-10,-22,-11,-11,-15,-21,-18,-21,-11,-12,-12,-11,-21,-15,-12,-15
11,-17,-19,-15,-13,-12,-18,-15,-17,-11,-14,-18,-23,-12,-10,-11,-15,-20,-11,-12,-14,-13,-14,-17,-11,-12,-19,-17,-14,-13,-15,-18,-13,-11,-14,-17,-16,-19,-20,-14,-10,-17,-13,-16,-14,-13,-13,-14,-13,-16,-16,-13,-12,-11,-18,-13,-11,-21,-14,-22,-19,-21,-11,-14,-12,-14,-13,-13,-14,-21,-14,-14,-16,-13,-14,-13,-13,-13,-27,-11,-13,-13,-11,-26,-20,-10,-22,-12,-11,-15,-21,-18,-21,-11,-13,-12,-11,-21,-15,-12,-15
12,-17,-19,-15,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-20,-11,-12,-14,-13,-14,-17,-11,-12,-19,-17,-14,-13,-15,-18,-13,-11,-14,-18,-16,-20,-20,-14,-10,-17,-13,-16,-14,-13,-13,-14,-13,-16,-16,-13,-12,-11,-18,-13,-11,-21,-14,-22,-19,-21,-11,-14,-12,-14,-13,-13,-14,-21,-14,-14,-16,-14,-14,-13,-13,-13,-27,-11,-13,-13,-11,-26,-20,-10,-22,-12,-11,-15,-21,-18,-21,-11,-13,-12,-11,-21,-15,-12,-15
13,-17,-19,-15,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-20,-11,-12,-14,-13,-14,-17,-11,-12,-19,-17,-14,-13,-15,-18,-14,-11,-14,-18,-16,-19,-21,-14,-10,-17,-13,-16,-14,-13,-13,-14,-14,-16,-16,-13,-12,-11,-18,-13,-11,-21,-14,-23,-19,-21,-11,-14,-12,-14,-13,-13,-14,-21,-14,-15,-16,-14,-14,-13,-13,-13,-27,-11,-13,-13,-11,-26,-20,-10,-22,-12,-11,-15,-21,-19,-21,-11,-13,-12,-11,-21,-15,-12,-15
14,-17,-19,-15,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-20,-11,-12,-14,-13,-14,-17,-11,-12,-19,-17,-15,-13,-15,-19,-14,-11,-14,-18,-16,-19,-20,-14,-10,-17,-13,-16,-14,-13,-13,-14,-14,-16,-16,-13,-12,-11,-19,-13,-11,-21,-14,-23,-19,-21,-11,-14,-12,-14,-13,-13,-14,-22,-14,-15,-16,-14,-14,-14,-13,-13,-27,-11,-13,-13,-11,-27,-20,-10,-22,-12,-11,-15,-21,-19,-21,-11,-13,-12,-11,-21,-15,-12,-15
15,-17,-19,-15,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-20,-11,-12,-14,-13,-14,-17,-11,-12,-19,-17,-15,-13,-15,-19,-14,-11,-14,-19,-16,-19,-20,-14,-10,-17,-13,-16,-14,-13,-13,-14,-14,-16,-16,-13,-12,-11,-19,-13,-11,-21,-14,-23,-19,-21,-11,-14,-12,-14,-13,-13,-14,-22,-14,-15,-16,-14,-14,-14,-13,-13,-27,-12,-13,-13,-12,-27,-20,-10,-22,-12,-11,-15,-22,-19,-21,-11,-13,-12,-11,-21,-15,-12,-15
16,-17,-19,-15,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-20,-11,-12,-14,-13,-14,-17,-11,-12,-19,-17,-15,-13,-15,-19,-14,-11,-14,-19,-16,-19,-20,-14,-10,-17,-13,-16,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-13,-11,-21,-14,-23,-19,-21,-11,-14,-12,-14,-13,-13,-14,-22,-14,-15,-16,-14,-14,-14,-13,-14,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-19,-21,-11,-13,-12,-11,-21,-15,-12,-15
17,-17,-19,-15,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-21,-11,-12,-14,-13,-14,-17,-11,-12,-19,-17,-15,-13,-15,-19,-14,-11,-14,-19,-16,-19,-20,-14,-10,-17,-14,-16,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-13,-11,-21,-14,-24,-19,-21,-11,-14,-12,-14,-13,-13,-14,-22,-14,-15,-16,-14,-14,-14,-13,-14,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-19,-21,-11,-13,-12,-11,-21,-15,-12,-15
18,-17,-19,-15,-13,-12,-18,-15,-17,-11,-15,-17,-23,-11,-10,-11,-16,-21,-11,-12,-14,-13,-14,-17,-11,-12,-19,-17,-15,-13,-15,-19,-15,-11,-14,-20,-16,-19,-20,-15,-10,-17,-14,-16,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-13,-11,-21,-14,-24,-19,-21,-11,-14,-12,-14,-13,-13,-14,-22,-14,-15,-16,-14,-14,-14,-13,-14,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-19,-22,-11,-13,-12,-11,-21,-15,-12,-15
19,-17,-19,-15,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-21,-11,-12,-14,-13,-15,-17,-11,-12,-19,-17,-15,-13,-15,-19,-15,-11,-14,-20,-16,-19,-20,-15,-10,-17,-14,-17,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-13,-11,-21,-14,-24,-19,-21,-11,-14,-12,-14,-13,-13,-14,-22,-14,-15,-16,-14,-14,-14,-13,-14,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-21,-11,-13,-12,-11,-22,-15,-12,-15
20,-17,-19,-15,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-21,-11,-12,-14,-13,-15,-17,-11,-12,-19,-17,-15,-13,-15,-19,-15,-11,-14,-20,-16,-19,-20,-15,-10,-17,-14,-16,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-13,-11,-21,-14,-24,-19,-21,-11,-14,-12,-15,-13,-13,-14,-22,-14,-15,-16,-14,-14,-14,-13,-15,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-22,-11,-13,-12,-11,-22,-15,-12,-15
21,-17,-19,-15,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-21,-11,-12,-14,-13,-15,-17,-11,-12,-19,-17,-15,-13,-15,-19,-15,-11,-14,-20,-16,-19,-20,-15,-10,-17,-14,-17,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-14,-11,-21,-14,-24,-19,-21,-11,-14,-12,-15,-13,-13,-14,-22,-14,-15,-16,-14,-15,-14,-13,-15,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-22,-11,-13,-12,-11,-22,-15,-12,-15
22,-17,-19,-16,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-21,-11,-12,-14,-13,-15,-17,-11,-12,-19,-17,-15,-13,-15,-19,-15,-11,-14,-20,-17,-19,-20,-15,-10,-17,-14,-17,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-14,-11,-21,-14,-24,-19,-21,-11,-14,-12,-15,-13,-13,-14,-22,-14,-15,-16,-14,-15,-14,-13,-15,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-22,-11,-13,-12,-11,-22,-15,-12,-15
23,-17,-19,-16,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-21,-11,-13,-14,-13,-15,-17,-11,-12,-19,-17,-15,-13,-15,-19,-15,-11,-14,-20,-17,-19,-20,-15,-10,-17,-14,-17,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-14,-11,-21,-14,-24,-19,-21,-11,-15,-12,-15,-13,-13,-14,-22,-14,-15,-16,-14,-15,-14,-13,-15,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-22,-11,-13,-12,-11,-22,-15,-12,-15
24,-17,-19,-16,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-21,-11,-13,-14,-13,-15,-17,-11,-12,-19,-17,-16,-13,-15,-19,-15,-11,-14,-20,-17,-19,-20,-15,-10,-17,-14,-17,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-14,-11,-21,-14,-24,-19,-20,-11,-15,-12,-15,-13,-13,-15,-22,-14,-15,-16,-14,-15,-14,-13,-15,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-22,-11,-13,-12,-11,-22,-15,-12,-15
25,-17,-19,-16,-13,-12,-18,-15,-17,-11,-15,-19,-23,-11,-10,-11,-16,-21,-11,-13,-14,-13,-15,-17,-11,-12,-19,-17,-16,-13,-15,-19,-15,-11,-14,-20,-17,-20,-20,-15,-10,-17,-14,-17,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-14,-11,-21,-14,-24,-19,-20,-11,-15,-12,-15,-13,-13,-15,-22,-14,-15,-16,-14,-15,-14,-13,-15,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-22,-11,-13,-12,-11,-22,-15,-12,-15
26,-17,-19,-16,-13,-12,-18,-15,-17,-11,-15,-18,-23,-11,-10,-11,-16,-21,-11,-13,-14,-13,-15,-17,-12,-12,-19,-17,-16,-13,-15,-19,-15,-11,-14,-20,-17,-20,-20,-15,-10,-17,-14,-17,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-14,-11,-21,-14,-25,-19,-20,-11,-15,-12,-15,-13,-13,-15,-22,-14,-15,-16,-14,-15,-14,-13,-15,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-22,-11,-13,-12,-11,-22,-15,-12,-15
27,-17,-19,-16,-13,-12,-18,-15,-17,-11,-15,-19,-23,-11,-10,-11,-16,-21,-11,-13,-14,-13,-15,-17,-12,-12,-19,-17,-16,-13,-15,-19,-15,-11,-14,-20,-17,-20,-20,-15,-10,-17,-14,-17,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-14,-11,-21,-14,-25,-19,-21,-11,-15,-12,-15,-13,-13,-15,-22,-14,-15,-16,-14,-15,-14,-13,-15,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-22,-11,-13,-12,-11,-22,-15,-12,-15
28,-17,-19,-16,-13,-12,-18,-15,-17,-11,-15,-19,-23,-11,-10,-11,-16,-21,-11,-13,-14,-13,-16,-17,-12,-12,-19,-17,-16,-13,-15,-19,-15,-11,-14,-20,-17,-20,-20,-15,-10,-17,-14,-17,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-14,-11,-21,-14,-25,-19,-21,-11,-15,-12,-15,-13,-13,-15,-22,-14,-15,-16,-14,-15,-14,-13,-15,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-22,-11,-13,-12,-11,-22,-15,-12,-15
29,-17,-19,-16,-13,-12,-18,-15,-17,-11,-15,-19,-23,-11,-10,-11,-16,-21,-11,-13,-14,-13,-16,-17,-12,-12,-19,-17,-16,-13,-15,-19,-15,-11,-14,-20,-17,-20,-20,-15,-10,-17,-14,-17,-14,-13,-13,-15,-14,-16,-16,-13,-12,-11,-19,-14,-11,-21,-14,-25,-19,-21,-11,-15,-12,-15,-13,-13,-15,-22,-14,-15,-16,-14,-15,-14,-14,-15,-27,-12,-13,-13,-12,-27,-21,-10,-22,-12,-11,-15,-22,-20,-22,-11,-13,-12,-11,-22,-15,-12,-15
